id_chamada,tipo_pedido,horario,distancia,demanda,preco,metodo_pagamento,avaliacao_motorista,avaliacao_passageiro
3838126,Uber Select,2023-02-26T02:42:10,13.24,2.1,43.34,Cartão,,4
3253927,Uber Flash,2023-09-05T17:38:02,29.27,2.4,106.34,Pix,2,
5679626,UberX,2023-08-02T23:28:39,28.68,1.0,45.08,Pix,2,3
6291302,Uber Select,2023-12-29T18:00:37,19.94,1.4,47.49,Cartão,3,2
8208573,Uber Moto,2023-10-22T05:09:17,21.14,2.0,65.04,Dinheiro,2,2
8732251,Uber Moto,2023-06-09T11:17:29,6.93,1.0,11.21,Dinheiro,,2
2896986,Uber Flash,2023-07-15T02:44:21,10.41,2.1,37.95,Cartão,5,2
8229988,Uber Select,2023-11-17T23:44:28,29.98,1.2,56.19,Cartão,4,4
6588183,Uber Moto,2023-10-24T04:27:13,11.9,0.9,19.07,Cartão,3,3
8786280,UberX,2023-11-21T13:07:11,17.18,0.8,22.25,Dinheiro,4,4
6409186,Uber Moto,2023-08-24T08:58:58,8.76,1.3,18.7,Pix,2,1
8317236,Uber Moto,2023-01-19T00:08:37,6.16,1.0,11.48,Dinheiro,2,1
6596236,Uber Flash,2023-05-21T01:24:40,5.03,1.8,17.22,Dinheiro,2,
6496208,Uber Flash,2023-06-02T15:55:45,11.58,1.0,19.7,Cartão,4,5
3151606,Uber Flash,2023-03-20T12:29:25,28.78,1.0,48.66,Dinheiro,4,2
5283254,Uber Select,2023-03-07T23:10:51,2.36,1.1,6.33,Cartão,4,5
8599863,Uber Select,2023-05-16T15:45:14,23.68,0.9,30.85,Dinheiro,3,3
6357512,Uber Comfort,2023-05-23T03:31:38,2.68,0.9,4.89,Pix,4,
6223741,Uber Moto,2023-06-08T09:30:42,2.76,2.0,11.33,Pix,3,2
5434831,UberX,2023-05-02T18:07:56,13.27,2.1,42.19,Pix,2,1
2496576,UberX,2023-10-12T07:11:19,2.68,1.8,10.08,Cartão,4,2
6802961,Uber Comfort,2023-04-28T19:43:50,25.68,2.2,91.87,Cartão,4,4
7674069,Uber Flash,2023-02-12T03:56:48,12.51,2.3,47.36,Dinheiro,,5
1675797,Uber Flash,2023-10-25T16:08:56,5.72,0.9,10.03,Pix,5,1
5376832,Uber Select,2023-10-03T13:39:36,9.78,1.0,17.56,Pix,2,
3964534,UberX,2023-09-17T20:37:48,24.23,2.2,85.78,Pix,,
2322295,Uber Moto,2023-12-24T00:39:39,4.8,2.2,20.69,Cartão,4,2
5578813,UberX,2023-12-01T15:30:53,26.99,1.0,40.73,Dinheiro,4,
7538751,Uber Flash,2023-11-07T19:29:19,26.24,2.2,95.73,Cartão,5,4
5204633,Uber Flash,2023-10-06T14:07:03,12.7,1.1,22.78,Dinheiro,4,5
4435211,Uber Flash,2023-01-16T22:21:11,24.18,1.1,39.56,Dinheiro,3,3
5884684,Uber Moto,2023-07-21T16:33:20,14.24,1.1,25.69,Pix,3,3
6571811,Uber Comfort,2023-05-23T20:49:31,10.18,1.1,18.49,Pix,2,2
4324371,UberX,2023-06-28T02:14:43,6.03,1.2,14.05,Dinheiro,,3
1643381,UberX,2023-08-03T07:10:13,22.78,1.3,44.63,Pix,1,4
7453532,Uber Moto,2023-06-28T06:58:39,23.95,0.8,30.11,Dinheiro,4,
7915261,Uber Select,2023-12-24T16:28:29,3.64,1.2,9.5,Cartão,5,2
5907056,Uber Comfort,2023-08-16T10:10:11,19.44,1.1,31.55,Cartão,1,
8181434,Uber Flash,2023-03-22T02:18:51,16.0,0.9,24.27,Pix,5,3
5589266,Uber Select,2023-11-03T14:48:00,9.95,1.0,15.27,Pix,1,3
1384726,UberX,2023-08-24T00:45:41,17.17,1.1,31.44,Pix,5,4
5365352,UberX,2023-10-13T11:32:03,3.44,1.1,7.94,Dinheiro,3,2
2696377,Uber Flash,2023-11-24T15:53:45,25.57,1.0,44.25,Cartão,5,1
4301908,Uber Moto,2023-04-21T23:35:57,14.28,1.1,24.68,Pix,1,2
8499487,Uber Flash,2023-05-23T15:52:23,17.74,1.0,26.11,Cartão,1,5
7899882,UberX,2023-11-22T21:46:28,13.76,1.0,22.3,Pix,5,4
4693456,Uber Comfort,2023-12-30T22:10:26,6.49,1.8,19.78,Dinheiro,1,3
6205065,Uber Select,2023-04-12T23:12:21,9.31,1.2,19.86,Cartão,1,4
8413336,Uber Comfort,2023-09-01T13:54:26,16.58,1.1,29.66,Pix,2,4
3898646,Uber Select,2023-04-25T04:35:29,15.98,1.0,28.05,Dinheiro,4,4
9265776,Uber Comfort,2023-03-21T07:17:58,14.81,1.7,44.3,Cartão,4,1
8948190,Uber Moto,2023-02-15T00:48:59,28.94,1.0,41.21,Pix,2,5
1543992,Uber Select,2023-11-25T11:34:40,20.51,2.0,60.55,Dinheiro,5,1
2770178,Uber Select,2023-12-24T06:23:18,16.47,2.2,58.3,Pix,5,3
8723871,Uber Select,2023-09-25T23:40:58,8.73,1.2,19.88,Pix,4,
6956513,Uber Flash,2023-08-05T23:47:00,5.09,2.2,23.21,Dinheiro,5,3
3097644,Uber Moto,2023-04-11T22:48:09,27.25,1.0,43.51,Pix,1,3
5567449,Uber Comfort,2023-10-27T19:43:40,9.28,2.4,35.41,Cartão,5,4
4453252,Uber Flash,2023-04-26T00:08:56,17.08,1.0,25.73,Cartão,5,
1094770,Uber Select,2023-02-10T03:34:27,14.28,0.8,20.07,Cartão,1,1
1832656,Uber Moto,2023-08-28T10:07:09,17.77,1.0,28.78,Pix,3,2
4235442,Uber Comfort,2023-01-02T07:11:45,5.58,1.3,14.54,Dinheiro,2,3
7214178,UberX,2023-03-29T14:58:47,25.67,1.2,47.34,Cartão,3,4
4865874,Uber Moto,2023-08-05T10:14:04,25.56,2.4,90.56,Cartão,4,3
5691638,UberX,2023-12-25T16:11:17,5.04,1.0,8.72,Pix,4,
1335498,Uber Comfort,2023-11-20T05:58:53,5.19,1.0,9.08,Dinheiro,2,
4443459,Uber Flash,2023-10-09T17:44:25,20.24,1.4,43.77,Pix,5,5
8517230,Uber Flash,2023-11-22T15:21:23,4.06,0.9,6.9,Pix,1,1
7574590,Uber Select,2023-09-01T18:07:25,20.31,1.3,38.35,Pix,5,
5993373,Uber Flash,2023-10-05T04:51:05,3.84,1.0,7.73,Pix,5,2
7773269,Uber Flash,2023-06-19T00:52:52,17.04,0.9,23.86,Pix,,4
1084363,Uber Comfort,2023-01-20T10:08:46,29.16,0.9,40.36,Cartão,5,4
5332405,Uber Comfort,2023-02-14T11:42:30,27.37,1.1,46.91,Cartão,4,
1526182,Uber Select,2023-05-20T03:08:02,5.41,1.3,13.8,Dinheiro,3,2
5262190,Uber Flash,2023-11-14T11:36:10,11.36,0.9,17.34,Cartão,1,3
6021422,Uber Select,2023-02-27T03:16:36,18.69,1.0,31.14,Pix,3,1
6420813,Uber Moto,2023-04-04T08:22:42,21.44,1.9,59.88,Pix,5,4
2671135,Uber Moto,2023-08-05T03:52:06,1.99,1.3,6.79,Cartão,5,3
6728420,Uber Flash,2023-03-25T08:35:58,18.97,2.3,70.92,Pix,,3
8017186,Uber Moto,2023-09-25T04:58:57,17.37,0.8,23.15,Dinheiro,4,
5004758,Uber Select,2023-10-03T16:59:25,8.15,1.1,16.8,Cartão,5,5
2490846,Uber Select,2023-05-25T04:33:48,22.84,0.9,29.72,Pix,4,5
8226093,Uber Moto,2023-10-28T10:10:42,1.7,2.0,8.24,Dinheiro,1,
4629657,Uber Select,2023-07-15T23:22:49,28.98,2.0,89.31,Cartão,3,5
7926034,Uber Select,2023-08-17T20:48:39,29.79,1.0,49.53,Cartão,5,5
6208797,Uber Comfort,2023-11-25T12:00:28,20.52,1.4,42.84,Cartão,,5
9497245,Uber Moto,2023-05-04T09:02:12,9.16,1.6,27.57,Pix,2,
7134046,Uber Moto,2023-04-30T13:53:27,12.3,1.3,25.2,Dinheiro,,
2226063,UberX,2023-12-31T06:20:01,23.25,2.1,84.01,Pix,4,4
4158649,UberX,2023-12-06T03:09:52,6.62,1.0,11.41,Pix,2,5
9169080,Uber Select,2023-03-14T00:57:28,12.93,0.8,17.66,Cartão,3,5
9110779,Uber Comfort,2023-12-15T08:21:33,15.68,2.0,51.63,Cartão,2,
4323569,Uber Moto,2023-08-26T19:45:49,11.17,2.2,39.32,Cartão,4,5
4029764,Uber Select,2023-01-13T22:21:43,5.1,1.1,11.52,Dinheiro,,2
4417363,Uber Select,2023-09-28T18:09:56,14.95,1.6,37.6,Pix,1,1
4484892,Uber Moto,2023-06-12T07:26:23,5.3,1.8,17.94,Cartão,4,4
8813133,Uber Flash,2023-10-22T12:04:05,11.74,1.8,33.02,Cartão,4,2
2344104,Uber Moto,2023-03-22T00:58:06,12.32,1.1,23.24,Cartão,5,4
8914689,Uber Moto,2023-07-20T23:48:50,22.64,1.0,33.44,Pix,2,4
2752897,Uber Flash,2023-07-10T20:12:45,25.43,0.8,33.04,Cartão,2,2
2132835,Uber Comfort,2023-11-13T23:02:10,10.35,1.2,21.48,Cartão,3,3
4675474,Uber Moto,2023-11-15T05:37:52,13.59,0.9,19.85,Cartão,,5
8260007,Uber Select,2023-06-04T20:50:16,11.84,1.6,32.42,Dinheiro,5,1
3437998,UberX,2023-06-28T03:42:31,14.08,0.9,19.49,Pix,3,5
5518326,UberX,2023-06-05T21:54:19,25.14,1.1,44.79,Cartão,2,5
9829369,Uber Comfort,2023-12-27T12:00:04,13.38,0.8,16.91,Dinheiro,3,1
7850472,Uber Select,2023-06-25T03:55:27,3.17,1.8,10.96,Pix,5,3
6139030,Uber Comfort,2023-08-16T09:32:28,7.8,1.3,19.38,Dinheiro,5,1
1475837,Uber Flash,2023-04-09T04:45:27,3.21,1.6,11.62,Cartão,5,
8062110,Uber Comfort,2023-12-14T07:27:02,6.84,1.8,22.57,Pix,2,5
3569852,Uber Moto,2023-02-17T21:48:50,12.78,1.1,21.91,Dinheiro,5,1
1199419,UberX,2023-01-28T22:50:52,15.36,1.5,35.8,Dinheiro,1,1
2569874,Uber Flash,2023-09-13T14:25:14,9.64,1.0,15.6,Cartão,4,5
9350272,Uber Comfort,2023-04-08T08:51:47,24.98,2.5,93.48,Pix,3,4
4791834,Uber Comfort,2023-02-18T16:09:01,17.21,1.4,37.84,Dinheiro,,5
6415005,Uber Moto,2023-05-01T22:13:24,11.51,1.1,21.33,Dinheiro,1,5
1793248,Uber Flash,2023-05-22T13:28:43,10.0,0.8,14.07,Cartão,2,2
4653588,Uber Comfort,2023-05-15T21:16:50,21.53,0.9,29.37,Dinheiro,5,3
5488884,UberX,2023-07-21T07:43:23,3.41,1.9,14.21,Cartão,5,5
2924789,Uber Moto,2023-09-18T03:04:18,6.14,1.2,14.58,Dinheiro,,
1699248,Uber Comfort,2023-03-14T12:12:02,21.37,0.9,33.32,Dinheiro,3,4
5284343,Uber Moto,2023-07-19T16:54:41,1.41,1.2,4.47,Cartão,2,1
1227896,Uber Select,2023-09-04T20:31:39,17.38,1.0,26.75,Cartão,5,3
8921970,Uber Flash,2023-06-01T20:39:46,5.6,0.9,8.93,Pix,5,
4898898,Uber Select,2023-01-03T01:50:43,14.96,0.9,19.9,Pix,4,4
7645998,Uber Flash,2023-04-16T10:22:43,5.3,1.4,13.03,Cartão,3,5
2508258,Uber Flash,2023-11-20T19:16:35,16.4,1.4,37.69,Dinheiro,5,4
4139093,Uber Comfort,2023-01-05T18:22:26,13.3,1.3,30.51,Cartão,4,3
4996427,Uber Comfort,2023-07-22T22:01:14,24.63,1.9,73.54,Dinheiro,3,4
8714948,UberX,2023-02-10T06:32:44,26.64,1.2,55.23,Pix,,3
8422992,Uber Moto,2023-06-12T21:05:49,10.41,1.2,19.22,Cartão,3,4
6278615,Uber Moto,2023-02-24T22:10:30,29.46,1.0,46.41,Dinheiro,3,1
3130420,Uber Flash,2023-05-16T01:57:49,3.97,1.0,8.53,Pix,4,2
7826428,UberX,2023-04-03T19:13:53,7.01,2.0,22.76,Cartão,4,4
6346406,Uber Flash,2023-04-21T04:49:58,18.48,1.1,31.55,Dinheiro,5,
4117588,Uber Select,2023-05-19T23:04:13,10.7,0.8,15.09,Pix,3,5
7693565,Uber Comfort,2023-07-26T06:43:44,20.83,1.0,32.09,Pix,2,5
4595865,UberX,2023-04-10T05:29:45,9.45,1.0,14.6,Pix,,4
9347747,Uber Comfort,2023-08-08T13:06:51,14.27,1.0,25.35,Cartão,,1
7662903,Uber Moto,2023-03-26T04:41:33,12.68,2.4,53.67,Dinheiro,5,
3249921,Uber Select,2023-03-21T11:55:27,21.39,1.1,41.11,Cartão,1,2
7469685,Uber Select,2023-01-16T20:51:57,20.36,0.8,24.21,Cartão,3,2
6140726,UberX,2023-02-16T21:34:48,7.25,1.0,12.22,Cartão,3,
1648341,Uber Select,2023-12-09T19:39:41,29.51,1.7,76.3,Pix,,1
3493186,UberX,2023-08-13T09:04:07,27.37,1.6,74.56,Dinheiro,5,2
8779839,Uber Select,2023-07-10T18:39:36,29.12,1.8,79.96,Dinheiro,5,4
5985916,Uber Moto,2023-03-06T08:26:02,3.42,1.2,8.01,Cartão,,1
4804473,Uber Comfort,2023-02-28T23:19:47,22.04,1.0,35.36,Dinheiro,2,5
3881706,Uber Flash,2023-04-28T19:11:08,15.24,1.7,45.28,Dinheiro,1,3
3708270,Uber Flash,2023-09-15T11:34:55,9.57,1.1,18.8,Dinheiro,5,5
9648267,Uber Comfort,2023-06-13T15:24:07,24.65,0.9,34.6,Pix,1,4
9011411,Uber Moto,2023-12-05T15:58:11,21.72,1.1,37.47,Cartão,3,
8114926,UberX,2023-11-15T02:38:29,4.39,0.8,6.25,Cartão,1,4
3620286,UberX,2023-05-10T08:28:33,29.07,2.2,92.95,Dinheiro,5,5
1775175,Uber Moto,2023-12-04T01:50:01,18.34,0.9,28.15,Pix,1,2
2098873,Uber Flash,2023-09-16T08:11:49,5.55,1.4,14.81,Dinheiro,4,1
1196959,Uber Flash,2023-07-28T13:18:54,22.57,0.8,27.44,Dinheiro,1,
5438342,UberX,2023-11-21T05:46:08,1.68,1.2,5.96,Dinheiro,1,4
6415003,Uber Moto,2023-08-15T02:44:23,29.05,0.8,33.44,Cartão,1,
7025863,Uber Flash,2023-11-24T18:55:42,22.76,1.4,46.78,Dinheiro,,
4929178,Uber Select,2023-11-11T07:45:46,8.65,1.9,28.87,Cartão,1,4
3374508,Uber Select,2023-10-21T00:44:31,19.96,1.7,57.37,Dinheiro,1,2
6742269,UberX,2023-03-18T14:43:20,1.27,1.5,5.93,Pix,1,2
2694032,Uber Comfort,2023-08-04T10:31:03,24.41,1.0,38.77,Pix,4,
2944464,Uber Flash,2023-08-22T02:43:47,17.59,1.1,31.23,Pix,2,4
2922165,Uber Flash,2023-10-18T13:27:43,12.77,1.1,22.55,Cartão,,5
8824321,Uber Moto,2023-08-14T19:30:19,25.85,1.6,60.26,Pix,4,3
5330578,Uber Moto,2023-02-12T00:30:03,28.97,1.4,61.4,Pix,1,1
5344647,Uber Moto,2023-12-15T20:58:45,25.22,1.1,40.61,Cartão,1,
9239001,Uber Select,2023-11-23T07:10:00,17.98,2.4,68.83,Pix,4,3
1441379,Uber Flash,2023-01-05T03:19:03,5.0,1.1,11.3,Cartão,4,3
8683661,Uber Moto,2023-07-07T16:23:45,16.65,1.1,28.21,Dinheiro,1,2
5691009,Uber Flash,2023-12-30T01:53:22,9.2,2.2,37.6,Pix,2,
1722973,UberX,2023-11-22T10:00:30,5.17,0.9,9.48,Cartão,3,
4449784,Uber Comfort,2023-10-22T11:12:22,21.5,1.5,51.84,Dinheiro,5,1
2943800,Uber Moto,2023-10-05T12:28:09,11.38,1.0,19.57,Cartão,,2
6233589,Uber Comfort,2023-08-26T02:03:31,1.2,1.4,5.07,Pix,4,2
2276931,Uber Comfort,2023-11-11T23:06:20,19.45,1.2,34.39,Dinheiro,5,2
6819219,Uber Moto,2023-09-20T03:03:06,27.36,1.0,47.12,Pix,1,5
2907555,Uber Comfort,2023-12-31T02:06:13,16.25,1.6,46.16,Cartão,1,
7718401,Uber Comfort,2023-04-24T08:43:32,3.85,1.3,9.79,Dinheiro,2,5
7024608,Uber Flash,2023-12-07T20:02:31,22.76,1.1,38.36,Cartão,1,4
3674364,Uber Comfort,2023-07-05T03:29:41,9.16,1.1,17.23,Dinheiro,,3
4735554,Uber Moto,2023-01-07T13:56:52,7.51,2.0,27.51,Pix,2,
9544864,Uber Flash,2023-08-08T05:18:18,27.18,1.1,45.91,Cartão,1,3
1491033,UberX,2023-10-09T06:18:55,6.54,1.0,12.02,Cartão,1,3
4995584,Uber Flash,2023-05-22T00:29:12,8.46,0.8,10.99,Cartão,,5
6719035,Uber Select,2023-07-01T18:13:48,18.06,1.8,52.73,Cartão,4,4
2626422,Uber Moto,2023-03-30T15:08:09,22.27,1.0,34.55,Cartão,2,2
7940374,Uber Comfort,2023-12-04T17:11:28,6.52,2.2,24.85,Dinheiro,4,5
2107276,Uber Comfort,2023-08-26T08:18:28,21.78,1.6,57.15,Cartão,1,2
7593010,Uber Select,2023-11-23T02:31:53,25.98,1.1,44.51,Pix,,3
4904535,Uber Comfort,2023-08-13T04:55:46,4.56,2.2,18.43,Dinheiro,2,3
8328835,Uber Select,2023-12-24T10:48:54,22.22,1.4,45.44,Pix,2,
7406559,UberX,2023-03-18T19:40:35,24.87,2.5,95.75,Pix,4,
4789813,UberX,2023-10-16T16:53:33,10.18,0.9,14.01,Cartão,1,
2395957,Uber Comfort,2023-02-07T21:48:41,12.49,1.1,22.01,Pix,5,
6478256,UberX,2023-03-09T01:42:45,22.36,1.1,37.98,Pix,,2
5710038,Uber Flash,2023-03-14T00:36:23,6.81,0.9,11.85,Cartão,4,5
3618402,Uber Comfort,2023-05-16T07:40:45,10.08,1.5,26.49,Cartão,4,5
2126575,Uber Moto,2023-12-22T12:59:28,6.06,1.1,12.59,Pix,2,1
2378417,Uber Comfort,2023-04-28T17:24:56,10.44,1.8,31.93,Cartão,,5
1862212,Uber Select,2023-09-08T09:22:15,22.7,1.9,68.84,Cartão,3,4
7901792,Uber Select,2023-02-07T16:21:00,18.78,1.1,35.21,Dinheiro,4,2
6051727,Uber Comfort,2023-03-01T00:12:39,7.04,0.9,11.78,Cartão,4,2
4075379,Uber Flash,2023-05-25T23:54:32,27.81,1.2,54.6,Cartão,4,1
5642423,UberX,2023-02-10T05:48:45,11.82,1.2,25.27,Dinheiro,2,1
1118336,Uber Select,2023-03-03T03:59:01,21.37,1.0,30.73,Dinheiro,5,1
6716874,Uber Comfort,2023-02-25T22:21:01,20.27,1.5,49.15,Cartão,3,3
4954642,Uber Moto,2023-02-19T16:36:42,1.26,1.4,5.9,Dinheiro,,1
5941674,UberX,2023-06-24T18:57:19,10.4,2.2,36.02,Dinheiro,5,2
8076361,Uber Flash,2023-03-26T06:54:38,17.24,1.6,41.7,Pix,5,3
8673564,UberX,2023-02-12T08:34:43,21.04,1.3,46.53,Pix,2,
8698026,Uber Comfort,2023-01-03T21:15:15,29.98,1.1,55.07,Cartão,3,3
6358585,Uber Comfort,2023-12-18T02:04:48,1.22,0.9,3.68,Dinheiro,1,
9470522,Uber Moto,2023-07-09T16:41:19,12.37,2.0,39.3,Cartão,5,4
9179944,Uber Comfort,2023-02-07T07:44:57,16.45,2.2,60.1,Cartão,2,4
1356946,Uber Flash,2023-01-06T01:21:50,1.96,0.9,4.8,Pix,2,3
1054399,Uber Flash,2023-01-11T20:03:02,9.63,1.1,19.68,Pix,2,2
8923298,Uber Select,2023-11-19T00:52:20,28.78,1.2,53.13,Dinheiro,1,3
6428797,Uber Moto,2023-02-28T21:47:43,23.44,1.2,46.49,Dinheiro,2,2
4357235,Uber Moto,2023-10-12T02:31:25,24.91,0.9,35.11,Dinheiro,2,4
4735762,Uber Moto,2023-07-16T20:55:52,17.65,2.1,64.06,Cartão,3,1
1102911,Uber Moto,2023-09-27T17:45:49,13.28,1.3,29.65,Pix,,3
7688628,Uber Comfort,2023-11-11T07:26:55,8.66,1.2,18.25,Pix,3,
7954382,Uber Moto,2023-02-22T18:38:19,29.0,2.1,92.17,Pix,4,2
8610148,Uber Select,2023-10-04T03:59:19,10.43,1.1,19.82,Pix,,
8062408,Uber Comfort,2023-12-11T23:14:33,8.45,0.9,13.61,Pix,3,2
3675909,Uber Flash,2023-02-01T05:04:13,7.21,1.1,14.24,Pix,1,2
2836701,UberX,2023-05-02T16:02:38,12.8,1.1,23.02,Pix,3,5
2155676,Uber Comfort,2023-03-29T20:55:31,8.87,1.0,16.54,Cartão,,
7395511,UberX,2023-02-07T09:07:43,4.16,2.0,15.98,Dinheiro,5,4
1270436,Uber Moto,2023-07-31T12:33:27,4.29,1.2,10.03,Pix,4,5
4038043,UberX,2023-08-01T16:37:53,13.06,1.1,23.28,Pix,2,5
8208872,UberX,2023-05-11T05:44:08,10.65,1.0,17.92,Cartão,2,
1905484,Uber Flash,2023-11-27T00:15:13,5.51,1.0,10.82,Pix,5,3
6286133,Uber Moto,2023-01-23T03:42:29,20.35,0.9,31.84,Pix,3,2
1500829,UberX,2023-01-05T18:52:52,10.11,2.4,43.66,Cartão,,4
5755287,UberX,2023-04-16T07:35:48,21.06,2.2,68.03,Dinheiro,3,3
6008495,Uber Select,2023-07-15T15:41:58,26.04,1.8,67.02,Pix,2,3
8704791,Uber Moto,2023-07-29T23:56:57,21.12,2.0,61.28,Cartão,4,5
3791515,Uber Comfort,2023-11-28T20:46:35,6.91,1.2,14.89,Pix,,
4368648,Uber Comfort,2023-01-31T13:49:25,17.19,0.9,26.5,Pix,,
7550190,Uber Comfort,2023-11-04T00:10:03,23.59,2.0,69.53,Dinheiro,5,3
3243190,Uber Flash,2023-10-16T13:41:09,2.84,0.8,5.22,Pix,5,4
4359883,Uber Select,2023-10-05T00:08:34,7.24,1.1,13.17,Cartão,4,3
4488200,Uber Flash,2023-08-22T14:28:44,9.93,1.2,21.96,Cartão,4,3
7424365,Uber Comfort,2023-04-24T23:45:14,9.41,1.1,18.88,Cartão,5,3
4020733,Uber Comfort,2023-04-21T15:44:02,10.17,1.2,20.2,Cartão,5,4
9945321,Uber Comfort,2023-02-22T06:45:36,9.7,0.9,16.0,Pix,,3
9276194,Uber Comfort,2023-08-28T23:35:01,13.71,1.0,22.18,Dinheiro,5,1
8446503,UberX,2023-08-07T23:46:01,10.74,1.0,18.94,Cartão,4,1
5358972,Uber Moto,2023-11-10T05:37:09,2.59,1.1,7.11,Pix,4,4
6396989,Uber Comfort,2023-05-12T20:08:23,4.52,0.8,6.45,Dinheiro,3,5
1133079,Uber Flash,2023-10-20T03:00:37,15.14,0.8,20.21,Dinheiro,5,1
3774043,Uber Comfort,2023-06-05T13:57:10,4.42,1.0,8.3,Pix,2,4
5798647,Uber Select,2023-11-25T23:23:05,28.59,1.4,63.37,Cartão,3,5
3906842,Uber Moto,2023-01-19T03:19:25,12.52,0.9,17.53,Cartão,5,5
2359398,UberX,2023-06-10T06:27:54,5.53,1.8,17.19,Pix,4,
1678800,Uber Moto,2023-08-31T17:39:13,24.46,1.9,74.35,Cartão,5,4
5618734,Uber Select,2023-09-04T18:21:40,23.97,2.3,94.97,Dinheiro,,3
3685552,UberX,2023-01-05T22:45:53,11.66,0.8,15.15,Pix,1,4
7884959,Uber Comfort,2023-06-04T15:40:32,24.44,1.3,53.83,Cartão,3,3
6740672,UberX,2023-10-19T02:42:21,26.44,0.8,32.17,Pix,4,1
8864253,Uber Flash,2023-01-25T05:36:58,27.37,0.9,41.71,Dinheiro,4,1
7756236,Uber Moto,2023-12-25T09:28:02,19.04,1.5,50.4,Dinheiro,1,3
7583803,Uber Select,2023-09-25T17:53:28,2.57,2.4,14.25,Cartão,2,2
4431300,UberX,2023-04-22T16:32:43,9.25,2.4,36.53,Cartão,,
8754647,Uber Moto,2023-01-18T19:23:18,6.87,1.5,17.8,Pix,2,2
1406887,Uber Flash,2023-03-19T08:49:15,9.21,2.3,35.07,Pix,2,5
7058367,Uber Flash,2023-03-10T16:13:16,15.9,0.9,21.3,Dinheiro,2,3
3763375,Uber Comfort,2023-03-24T14:29:48,28.37,1.1,45.39,Dinheiro,3,
6746773,Uber Moto,2023-01-28T03:24:36,20.96,1.3,47.57,Pix,5,3
3840867,UberX,2023-10-07T02:00:09,14.92,2.2,50.78,Cartão,5,
8233043,UberX,2023-01-18T04:01:07,7.39,0.8,10.07,Cartão,5,3
9547770,Uber Flash,2023-08-10T11:41:17,22.84,0.9,29.66,Pix,,4
4888200,Uber Flash,2023-08-23T09:15:59,3.62,2.4,18.77,Pix,5,3
4951909,Uber Comfort,2023-05-12T18:40:50,6.02,2.1,23.53,Dinheiro,4,
9676444,Uber Flash,2023-05-18T02:58:22,23.74,1.1,42.51,Pix,3,3
5097390,Uber Comfort,2023-05-31T18:54:49,19.23,1.4,41.75,Cartão,2,4
5935795,Uber Moto,2023-09-25T21:30:20,19.08,1.0,30.0,Cartão,1,4
2176319,Uber Comfort,2023-03-07T10:24:33,17.91,1.0,31.67,Cartão,,
3111292,Uber Flash,2023-12-10T23:32:15,5.79,1.7,18.38,Cartão,3,
1243058,UberX,2023-07-09T02:38:23,7.86,1.3,17.88,Dinheiro,3,5
1781667,Uber Flash,2023-11-21T21:06:21,18.94,1.1,35.46,Pix,,2
2295515,Uber Moto,2023-06-23T03:59:36,8.46,1.0,16.14,Pix,4,2
7936022,Uber Moto,2023-01-12T03:12:47,2.28,0.9,5.03,Pix,3,
9527901,Uber Flash,2023-07-14T14:26:02,26.04,1.0,44.78,Pix,4,5
6038987,Uber Comfort,2023-09-06T21:16:46,28.66,0.8,32.46,Cartão,4,4
7405186,UberX,2023-10-08T10:10:10,7.19,1.7,21.51,Cartão,4,4
7765690,Uber Flash,2023-11-21T02:33:37,16.36,0.9,23.15,Cartão,5,
7023515,Uber Comfort,2023-09-03T08:17:59,18.43,1.2,38.58,Pix,2,3
7283219,Uber Moto,2023-05-03T10:42:49,16.59,0.9,24.95,Dinheiro,1,4
7663508,Uber Select,2023-07-26T12:02:05,10.82,0.9,17.81,Dinheiro,,
1473597,Uber Flash,2023-11-12T07:56:18,27.0,1.9,79.43,Cartão,,5
8145067,Uber Select,2023-05-31T07:02:15,20.79,2.0,70.61,Pix,1,5
1925601,Uber Moto,2023-01-10T04:20:35,3.37,0.8,5.33,Dinheiro,2,1
2632580,Uber Select,2023-03-27T10:45:32,28.33,0.9,42.98,Cartão,1,3
3183688,Uber Comfort,2023-10-21T11:35:57,24.02,1.3,45.24,Pix,1,3
9695492,Uber Flash,2023-10-25T11:41:43,5.94,0.9,10.68,Cartão,1,1
7687850,Uber Comfort,2023-08-03T02:26:11,14.89,1.0,26.5,Dinheiro,,1
2494587,Uber Select,2023-03-11T07:06:52,1.14,1.4,5.28,Dinheiro,1,3
7528766,Uber Select,2023-11-20T17:12:56,21.87,1.9,63.08,Pix,,1
4875984,UberX,2023-06-03T18:33:01,16.69,1.8,46.94,Dinheiro,3,5
6922243,Uber Flash,2023-07-22T05:38:48,23.41,1.8,69.34,Dinheiro,1,3
9413457,Uber Select,2023-10-18T19:31:58,29.92,1.9,80.94,Cartão,4,1
5742869,Uber Select,2023-03-08T08:02:01,5.81,1.9,20.61,Cartão,3,2
1759227,Uber Flash,2023-06-14T22:56:35,4.32,0.9,7.14,Cartão,1,1
9880941,Uber Select,2023-03-23T04:19:57,14.91,1.0,24.41,Dinheiro,,3
3887209,Uber Flash,2023-07-06T10:17:28,16.8,0.8,21.7,Cartão,3,3
2220379,Uber Moto,2023-08-15T04:55:05,1.82,1.0,4.26,Cartão,,1
8522664,Uber Flash,2023-03-08T07:59:32,6.2,2.4,29.66,Dinheiro,1,1
6020738,Uber Select,2023-01-10T06:10:33,25.43,1.2,49.45,Dinheiro,4,
